S.No.,Current Status,Recommended Weapon,Command Sent,Armed Weapon,Expected Next Status,Fired?,Class
7627,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7628,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7629,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7630,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7631,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7632,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7633,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7634,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7635,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7636,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7637,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7638,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7639,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7640,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7641,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7642,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7643,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7644,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7645,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7646,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7647,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7648,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7649,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7650,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7651,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7652,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7653,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7654,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7655,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7656,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7657,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7658,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7659,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7660,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7661,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7662,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7663,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7664,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7665,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7666,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7667,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7668,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7669,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7670,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7671,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7672,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7673,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7674,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7675,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7676,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7677,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7678,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7679,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7680,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7681,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7682,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7683,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7684,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7685,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7686,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7687,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7688,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7689,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7690,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7691,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7692,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7693,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7694,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7695,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7696,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7697,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7698,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7699,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7700,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7701,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7702,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7703,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7704,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7705,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7706,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7707,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7708,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7709,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7710,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7711,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7712,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7713,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7714,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7715,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7716,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7717,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7718,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7719,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7720,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7721,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7722,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7723,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7724,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7725,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7726,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7727,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7728,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7729,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7730,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7731,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7732,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7733,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7734,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7735,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7736,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7737,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7738,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7739,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7740,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7741,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7742,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7743,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7744,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7745,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7746,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7747,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7748,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7749,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7750,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7751,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7752,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7753,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7754,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7755,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7756,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7757,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7758,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7759,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7760,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7761,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7762,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7763,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7764,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7765,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7766,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7767,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7768,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7769,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7770,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7771,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7772,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7773,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7774,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7775,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7776,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7777,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7778,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7779,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7780,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7781,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7782,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7783,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7784,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7785,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7786,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7787,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7788,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7789,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7790,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7791,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7792,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7793,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7794,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7795,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7796,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7797,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7798,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7799,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7800,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7801,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7802,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7803,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7804,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7805,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7806,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7807,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7808,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7809,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7810,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7811,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7812,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7813,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7814,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7815,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7816,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7817,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7818,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7819,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7820,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7821,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7822,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7823,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7824,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7825,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7826,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7827,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7828,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7829,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7830,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7831,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7832,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7833,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7834,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7835,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7836,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7837,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7838,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7839,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7840,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7841,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7842,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7843,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7844,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7845,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7846,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7847,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7848,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7849,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7850,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7851,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7852,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7853,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7854,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7855,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7856,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7857,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7858,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7859,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7860,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7861,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7862,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7863,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7864,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7865,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7866,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7867,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7868,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7869,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7870,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7871,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7872,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7873,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7874,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7875,Unarmed,Light Torpedo,None,None,Unarmed,No,Non-Malicious
7876,Unarmed,Light Torpedo,Arm_Light,None,Armed,No,Non-Malicious
7877,Armed,Light Torpedo,None,Light Torpedo,Armed,No,Non-Malicious
7878,Armed,Light Torpedo,None,Light Torpedo,Armed,No,Non-Malicious
7879,Armed,Light Torpedo,None,Light Torpedo,Armed,No,Non-Malicious
7880,Armed,Heavy Torpedo,None,Light Torpedo,Armed,No,Non-Malicious
7881,Armed,Heavy Torpedo,None,Light Torpedo,Armed,No,Non-Malicious
7882,Armed,Heavy Torpedo,Abort/Unarm,Light Torpedo,Unarmed,No,Non-Malicious
7883,Unarmed,Heavy Torpedo,Arm_Heavy,None,Armed,No,Non-Malicious
7884,Armed,Heavy Torpedo,None,Heavy Torpedo,Armed,No,Non-Malicious
7885,Armed,Heavy Torpedo,None,Heavy Torpedo,Armed,No,Non-Malicious
7886,Armed,Heavy Torpedo,None,Heavy Torpedo,Armed,No,Non-Malicious
7887,Armed,None,None,Heavy Torpedo,Armed,No,Non-Malicious
7888,Armed,None,Abort/Unarm,Heavy Torpedo,Unarmed,No,Non-Malicious
7889,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7890,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7891,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7892,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7893,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7894,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7895,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7896,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7897,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7898,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7899,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7900,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7901,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7902,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7903,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7904,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7905,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7906,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7907,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7908,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7909,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7910,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7911,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7912,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7913,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7914,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7915,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7916,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7917,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7918,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7919,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7920,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7921,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7922,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7923,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7924,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7925,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7926,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7927,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7928,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7929,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7930,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7931,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7932,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7933,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7934,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7935,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7936,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7937,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7938,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7939,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7940,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7941,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7942,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7943,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7944,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7945,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7946,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7947,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7948,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7949,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7950,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7951,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7952,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7953,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7954,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7955,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7956,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7957,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7958,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7959,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7960,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7961,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7962,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7963,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7964,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7965,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7966,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7967,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7968,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7969,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7970,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7971,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7972,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7973,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7974,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7975,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7976,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7977,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7978,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7979,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7980,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7981,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7982,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7983,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7984,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7985,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7986,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7987,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7988,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7989,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7990,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7991,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7992,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7993,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7994,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7995,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7996,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7997,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7998,Unarmed,None,None,None,Unarmed,No,Non-Malicious
7999,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8000,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8001,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8002,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8003,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8004,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8005,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8006,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8007,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8008,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8009,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8010,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8011,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8012,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8013,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8014,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8015,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8016,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8017,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8018,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8019,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8020,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8021,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8022,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8023,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8024,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8025,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8026,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8027,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8028,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8029,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8030,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8031,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8032,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8033,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8034,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8035,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8036,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8037,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8038,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8039,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8040,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8041,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8042,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8043,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8044,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8045,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8046,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8047,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8048,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8049,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8050,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8051,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8052,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8053,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8054,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8055,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8056,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8057,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8058,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8059,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8060,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8061,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8062,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8063,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8064,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8065,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8066,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8067,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8068,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8069,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8070,Unarmed,None,None,None,Unarmed,No,Non-Malicious
8071,Unarmed,None,None,None,Unarmed,No,Non-Malicious
