S.No.,Current Status,Recommended Weapon,Command Sent,Armed Weapon,Expected Next Status,Fired?,Class,Prediction,Probability
293,Unarmed,Light Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
294,Unarmed,,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
295,Armed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
296,Unarmed,Light Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
297,Armed,Heavy Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
298,Unarmed,Heavy Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
299,Armed,Light Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
300,Unarmed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
301,Unarmed,Heavy Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
302,Armed,Light Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
303,Armed,Heavy Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
304,Unarmed,,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
305,Unarmed,,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
306,Unarmed,Light Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
307,Unarmed,Light Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
308,Unarmed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
309,Unarmed,Light Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
310,Unarmed,Light Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
311,Unarmed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
312,Unarmed,Heavy Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
313,Unarmed,Light Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
314,Unarmed,Heavy Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
315,Armed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
316,Armed,Light Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
317,Armed,Heavy Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
318,Armed,Light Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
319,Armed,Heavy Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
320,Armed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
321,Unarmed,Heavy Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
322,Armed,Heavy Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
323,Unarmed,Light Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
324,Unarmed,Light Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
325,Unarmed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
326,Unarmed,Heavy Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
327,Unarmed,Heavy Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
328,Armed,,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
329,Unarmed,Light Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
330,Armed,,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
331,Armed,Heavy Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
332,Armed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
333,Unarmed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
334,Unarmed,Heavy Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
335,Unarmed,Heavy Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
336,Unarmed,,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
337,Unarmed,Heavy Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
338,Armed,,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
339,Unarmed,Light Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
340,Armed,,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
341,Unarmed,,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
342,Armed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
343,Armed,,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
344,Unarmed,Heavy Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
345,Unarmed,Heavy Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
346,Armed,Heavy Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
347,Armed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
348,Unarmed,Light Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
349,Armed,Heavy Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
350,Unarmed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
351,Unarmed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
352,Armed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
353,Unarmed,Light Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
354,Unarmed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
355,Unarmed,,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
356,Armed,,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
357,Armed,Light Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
358,Armed,,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
359,Armed,,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
360,Unarmed,Light Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
361,Armed,Light Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
362,Armed,Heavy Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
363,Armed,Light Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
364,Unarmed,,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
365,Armed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
366,Armed,Heavy Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
367,Armed,Heavy Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
368,Armed,,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
369,Unarmed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
370,Unarmed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
371,Unarmed,Light Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
372,Unarmed,Heavy Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
373,Armed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
374,Armed,Light Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
375,Unarmed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
376,Unarmed,Heavy Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
377,Unarmed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
378,Armed,Light Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
379,Unarmed,Light Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
380,Unarmed,,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
381,Unarmed,Light Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
382,Armed,Heavy Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
383,Armed,Light Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
384,Armed,Light Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
385,Armed,,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
386,Unarmed,Light Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
387,Unarmed,,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
388,Armed,Heavy Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
389,Armed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
390,Armed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
391,Armed,Light Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
392,Armed,Light Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
393,Armed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
394,Armed,,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
395,Armed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
396,Armed,Light Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
397,Armed,,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
398,Armed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
399,Armed,Light Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
400,Unarmed,Light Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
401,Unarmed,Heavy Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
402,Armed,,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
403,Armed,,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
404,Armed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
405,Unarmed,,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
406,Armed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
407,Armed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
408,Unarmed,,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
409,Unarmed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
410,Unarmed,Light Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
411,Unarmed,Heavy Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
412,Armed,Heavy Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
413,Armed,Light Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
414,Unarmed,Heavy Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
415,Armed,Light Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
416,Armed,Light Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
417,Armed,,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
418,Unarmed,Heavy Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
419,Unarmed,,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
420,Armed,Light Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
421,Armed,Light Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
422,Armed,,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
423,Armed,Light Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
424,Unarmed,Light Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
425,Armed,,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
426,Unarmed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
427,Armed,,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
428,Unarmed,Light Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
429,Armed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
430,Armed,Heavy Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
431,Armed,Light Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
432,Unarmed,Light Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
433,Armed,Heavy Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
434,Armed,Heavy Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
435,Armed,Light Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
436,Unarmed,,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
437,Unarmed,,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
438,Unarmed,Heavy Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
439,Armed,Light Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
440,Armed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
441,Armed,Heavy Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
442,Armed,Light Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
443,Armed,Light Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
444,Unarmed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
445,Unarmed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
446,Armed,,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
447,Unarmed,Heavy Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
448,Unarmed,Light Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
449,Unarmed,Light Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
450,Armed,Heavy Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
451,Armed,,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
452,Armed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
453,Armed,Light Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
454,Unarmed,Heavy Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
455,Unarmed,,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
456,Unarmed,Light Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
457,Unarmed,Light Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
458,Unarmed,,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
459,Armed,Light Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
460,Armed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
461,Armed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
462,Armed,Heavy Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
463,Armed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
464,Armed,Light Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
465,Unarmed,,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
466,Unarmed,Light Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
467,Unarmed,,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
468,Unarmed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
469,Armed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
470,Armed,Light Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
471,Unarmed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
472,Armed,Heavy Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
473,Unarmed,Light Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
474,Armed,Heavy Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
475,Unarmed,Light Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
476,Unarmed,,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
477,Unarmed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
478,Unarmed,,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
479,Unarmed,Light Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
480,Unarmed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
481,Armed,Light Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
482,Armed,Heavy Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
483,Unarmed,,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
484,Armed,,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
485,Armed,Heavy Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
486,Unarmed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
487,Armed,Light Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
488,Unarmed,,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
489,Armed,,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
490,Armed,Light Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
491,Unarmed,Heavy Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
492,Unarmed,Light Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
493,Armed,Light Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
494,Armed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
495,Unarmed,Light Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
496,Armed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
497,Unarmed,Heavy Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
498,Unarmed,Heavy Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
499,Armed,Light Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
500,Armed,Light Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
501,Armed,,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
502,Unarmed,Light Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
503,Unarmed,,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
504,Unarmed,Light Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
505,Unarmed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
506,Unarmed,Heavy Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
507,Armed,Heavy Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
508,Armed,Heavy Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
509,Armed,Heavy Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
510,Armed,,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
511,Unarmed,Light Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
512,Armed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
513,Unarmed,,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
514,Unarmed,Light Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
515,Unarmed,,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
516,Armed,Light Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
517,Unarmed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
518,Armed,Heavy Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
519,Armed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
520,Unarmed,Light Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
521,Unarmed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
522,Armed,Light Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
523,Armed,,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
524,Unarmed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
525,Unarmed,,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
526,Unarmed,Light Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
527,Unarmed,Heavy Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
528,Unarmed,,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
529,Armed,Heavy Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
530,Unarmed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
531,Unarmed,Light Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
532,Unarmed,Light Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
533,Unarmed,,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
534,Unarmed,Light Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
535,Unarmed,Heavy Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
536,Unarmed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
537,Armed,Light Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
538,Armed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
539,Unarmed,,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
540,Armed,Heavy Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
541,Unarmed,Heavy Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
542,Armed,Light Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
543,Armed,Heavy Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
544,Unarmed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
545,Unarmed,Light Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
546,Armed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
547,Armed,,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
548,Unarmed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
549,Armed,Light Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
550,Unarmed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
551,Unarmed,Light Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
552,Unarmed,Light Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
553,Armed,,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
554,Armed,Light Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
555,Unarmed,Light Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
556,Armed,Light Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
557,Armed,Heavy Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
558,Unarmed,,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
559,Armed,Heavy Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
560,Armed,Light Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
561,Unarmed,Light Torpedo,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
562,Armed,,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
563,Armed,Light Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
564,Unarmed,,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
565,Armed,Heavy Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
566,Unarmed,Light Torpedo,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
567,Unarmed,,,Heavy Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
568,Unarmed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
569,Unarmed,Light Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
570,Unarmed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
571,Unarmed,Heavy Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
572,Armed,Light Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
573,Unarmed,Light Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
574,Unarmed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
575,Armed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
576,Unarmed,,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
577,Armed,,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
578,Armed,Light Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
579,Unarmed,Heavy Torpedo,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
580,Armed,,,Heavy Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
581,Unarmed,Heavy Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
582,Unarmed,Light Torpedo,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
583,Armed,Light Torpedo,,Light Torpedo,Unarmed,No,Malicious,1,0.7133801344847649
584,Unarmed,Heavy Torpedo,,Heavy Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
585,Armed,,,Light Torpedo,Armed,Yes,Malicious,1,0.7133801344847649
586,Unarmed,,,Heavy Torpedo,Armed,No,Malicious,1,0.7133801344847649
587,Armed,Light Torpedo,,Light Torpedo,Unarmed,Yes,Malicious,1,0.7133801344847649
588,Unarmed,Heavy Torpedo,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
589,Armed,,,Light Torpedo,Armed,No,Malicious,1,0.7133801344847649
